date,value,data_type
03.10.2016,9.6,windspeed
04.10.2016,11.3,windspeed
05.10.2016,21.7,windspeed
06.10.2016,9.0,windspeed
07.10.2016,7.8,windspeed
08.10.2016,9.4,windspeed
09.10.2016,3.6,windspeed
10.10.2016,5.0,windspeed
11.10.2016,6.8,windspeed
12.10.2016,15.5,windspeed
13.10.2016,10.7,windspeed
14.10.2016,9.8,windspeed
15.10.2016,6.8,windspeed
16.10.2016,11.3,windspeed
17.10.2016,8.7,windspeed
18.10.2016,6.4,windspeed
19.10.2016,3.9,windspeed
20.10.2016,10.0,windspeed
21.10.2016,8.2,windspeed
22.10.2016,11.5,windspeed
23.10.2016,5.3,windspeed
24.10.2016,3.0,windspeed
25.10.2016,6.4,windspeed
26.10.2016,12.6,windspeed
27.10.2016,5.5,windspeed
28.10.2016,8.7,windspeed
29.10.2016,18.0,windspeed
30.10.2016,21.0,windspeed
31.10.2016,20.9,windspeed
01.11.2016,7.9,windspeed
02.11.2016,18.6,windspeed
03.11.2016,17.2,windspeed
04.11.2016,11.0,windspeed
05.11.2016,6.8,windspeed
06.11.2016,4.7,windspeed
07.11.2016,11.7,windspeed
08.11.2016,5.7,windspeed
09.11.2016,9.1,windspeed
10.11.2016,2.9,windspeed
11.11.2016,6.3,windspeed
12.11.2016,12.5,windspeed
13.11.2016,12.8,windspeed
14.11.2016,7.1,windspeed
15.11.2016,9.3,windspeed
16.11.2016,4.9,windspeed
17.11.2016,2.3,windspeed
18.11.2016,3.6,windspeed
19.11.2016,10.8,windspeed
20.11.2016,9.5,windspeed
21.11.2016,8.9,windspeed
22.11.2016,7.3,windspeed
23.11.2016,3.3,windspeed
24.11.2016,2.8,windspeed
25.11.2016,4.1,windspeed
26.11.2016,3.9,windspeed
27.11.2016,20.0,windspeed
28.11.2016,25.0,windspeed
29.11.2016,14.9,windspeed
30.11.2016,10.0,windspeed
01.12.2016,14.2,windspeed
02.12.2016,22.7,windspeed
03.12.2016,16.7,windspeed
04.12.2016,5.7,windspeed
05.12.2016,4.5,windspeed
06.12.2016,11.5,windspeed
07.12.2016,2.2,windspeed
08.12.2016,8.8,windspeed
09.12.2016,9.2,windspeed
10.12.2016,3.9,windspeed
11.12.2016,20.7,windspeed
12.12.2016,22.9,windspeed
13.12.2016,8.5,windspeed
14.12.2016,4.8,windspeed
15.12.2016,3.9,windspeed
16.12.2016,9.7,windspeed
17.12.2016,0.0,windspeed
18.12.2016,0.0,windspeed
19.12.2016,0.0,windspeed
20.12.2016,0.0,windspeed
21.12.2016,0.0,windspeed
22.12.2016,0.0,windspeed
23.12.2016,0.0,windspeed
24.12.2016,0.0,windspeed
25.12.2016,0.0,windspeed
26.12.2016,9.2,windspeed
27.12.2016,32.7,windspeed
28.12.2016,28.2,windspeed
29.12.2016,7.0,windspeed
30.12.2016,0.0,windspeed
31.12.2016,3.3,windspeed
01.01.2017,3.5,windspeed
02.01.2017,6.3,windspeed
03.01.2017,0.0,windspeed
04.01.2017,0.0,windspeed
05.01.2017,0.0,windspeed
06.01.2017,16.4,windspeed
07.01.2017,4.9,windspeed
08.01.2017,4.1,windspeed
09.01.2017,21.1,windspeed
10.01.2017,3.2,windspeed
11.01.2017,3.9,windspeed
12.01.2017,3.9,windspeed
13.01.2017,0.0,windspeed
14.01.2017,0.0,windspeed
15.01.2017,3.4,windspeed
16.01.2017,3.0,windspeed
17.01.2017,11.6,windspeed
18.01.2017,5.9,windspeed
19.01.2017,3.3,windspeed
20.01.2017,3.3,windspeed
21.01.2017,3.5,windspeed
22.01.2017,2.6,windspeed
23.01.2017,4.9,windspeed
24.01.2017,3.6,windspeed
25.01.2017,2.2,windspeed
26.01.2017,2.9,windspeed
27.01.2017,3.8,windspeed
28.01.2017,3.5,windspeed
29.01.2017,3.2,windspeed
30.01.2017,5.6,windspeed
31.01.2017,6.3,windspeed
01.02.2017,4.4,windspeed
02.02.2017,3.4,windspeed
03.02.2017,3.0,windspeed
04.02.2017,3.4,windspeed
05.02.2017,6.0,windspeed
06.02.2017,2.7,windspeed
07.02.2017,13.1,windspeed
08.02.2017,6.0,windspeed
09.02.2017,3.6,windspeed
10.02.2017,4.6,windspeed
11.02.2017,4.7,windspeed
12.02.2017,5.0,windspeed
13.02.2017,4.4,windspeed
14.02.2017,0.0,windspeed
15.02.2017,0.0,windspeed
16.02.2017,2.8,windspeed
17.02.2017,11.1,windspeed
18.02.2017,14.0,windspeed
19.02.2017,6.0,windspeed
20.02.2017,2.7,windspeed
21.02.2017,0.2,windspeed
22.02.2017,6.9,windspeed
23.02.2017,2.6,windspeed
24.02.2017,14.3,windspeed
25.02.2017,10.6,windspeed
26.02.2017,0.3,windspeed
27.02.2017,8.6,windspeed
28.02.2017,3.6,windspeed
01.03.2017,14.2,windspeed
02.03.2017,2.9,windspeed
03.03.2017,4.6,windspeed
04.03.2017,2.9,windspeed
05.03.2017,3.8,windspeed
