obsah,datum
Dňa 19.10.2023 bol v MPK zverejnený návrh na úhradu výdavkov súvisiacich so záchrannými prácami počas mimoriadnej situácie v územnej pôsobnosti okresných...[MPK/Poskytnutie jednorazovej finančnej výpomoci obyvateľom obce Valaská Belá](/?ros_monitoring_aktuality&sprava=mpk-poskytnutie-jednorazovej-financnej-vypomoci-obyvatelom-obce-valaska-bela),22. 10. 2023
Dňa 19.10.2023 bol v MPK zverejnený návrh na poskytnutie jednorazovej finančnej výpomoci obyvateľom po mimoriadnej udalosti v územnej pôsobnosti Okresného...[PI/Úprava výnosu Ministerstva financií Slovenskej republiky č. MF/026991/2012-321](/?ros_monitoring_aktuality&sprava=pi-uprava-vynosu-ministerstva-financii-slovenskej-republiky-c-mf-026991-2012-321),22. 10. 2023
"Dňa 17.10.2023 bola zverejnená predbežná informácia k návrhu opatrenia Ministerstva financií Slovenskej republiky, ktorým sa mení a dopĺňa výnos Ministerstva financií Slovenskej...[PI/Úprava súm a koeficientov kompenzačného príspevku baníkom](/?ros_monitoring_aktuality&sprava=pi-uprava-sum-a-koeficientov-kompenzacneho-prispevku-banikom)",22. 10. 2023
"Dňa 13.10.2023 bola zverejnená predbežná informácia k návrhu opatrenia Ministerstva práce, sociálnych vecí a rodiny Slovenskej republiky o úprave súm a koeficientov...[PI/Zmeny v účtovníctve podnikateľov účtujúcich v sústave podvojného účtovníctva](/?ros_monitoring_aktuality&sprava=pi-zmeny-v-uctovnictve-podnikatelov-uctujucich-v-sustave-podvojneho-uctovnictva)",22. 10. 2023
"Dňa 13.10.2023 bola zverejnená predbežná informácia k návrhu opatrenia Ministerstva financií Slovenskej republiky, ktorým sa mení a dopĺňa opatrenie Ministerstva financií Slovenskej...[MPK/Zmena účelu použitia kapitálových výdavkov z roku 2021 v kapitole NBÚ](/?ros_monitoring_aktuality&sprava=mpk-zmena-ucelu-pouzitia-kapitalovych-vydavkov-z-roku-2021-v-kapitole-nbu)",22. 10. 2023
"Dňa 19.10.2023 bol v MPK zverejnený návrh zákona, ktorým sa menia a dopĺňajú niektoré zákony v súvislosti so zlepšovaním podnikateľského prostredia a znižovaním...[MPK/Cena za zasielanie informácií vo verejnom záujme](/?ros_monitoring_aktuality&sprava=mpk-cena-za-zasielanie-informacii-vo-verejnom-zaujme)",22. 10. 2023
"Dňa 19.10.2023 bol v MPK zverejnený návrh vyhlášky Úradu pre reguláciu elektronických komunikácií a poštových služieb,...[Akt medzinárodného práva/Zmluva medzi SR a ČR o štátnej hranici](/?ros_monitoring_aktuality&sprava=akt-medzinarodneho-prava-zmluva-medzi-sr-a-cr-o-statnej-hranici)",15. 10. 2023
"Dňa 04.10.2023 vláda SR schválila návrh na uzavretie Zmluvy medzi Slovenskou republikou a Českou republikou o štátnej hranici...[Nariadenie vlády SR/Vyhlásenie Národného parku Veľká Fatra, jeho zóny a ochranného pásma](/?ros_monitoring_aktuality&sprava=nariadenie-vlady-sr-vyhlasenie-narodneho-parku-velka-fatra-jeho-zony-a-ochranneho-pasma)",15. 10. 2023
"Dňa 04.10.2023 vláda SR schválila návrh nariadenia vlády Slovenskej republiky, ktorým sa vyhlasuje Národný park Veľká Fatra, jeho zóny a ochranné pásmo...[Ostatný materiál/Dodávky zariadení protivzdušnej obrany z Poľska a Izraela](/?ros_monitoring_aktuality&sprava=ostatny-material-dodavky-zariadeni-protivzdusnej-obrany-z-polska-a-izraela)",15. 10. 2023
Dňa 04.10.2023 vláda SR schválila Zámer obstarania prenosných kompletov protivzdušnej obrany (MANPAD) a mobilného systému protivzdušnej obrany stredného dosahu...[Nariadenie vlády SR/Dočasná kontrola na vnútornej hranici Slovenskej republiky s Maďarskom](/?ros_monitoring_aktuality&sprava=nariadenie-vlady-sr-docasna-kontrola-na-vnutornej-hranici-slovenskej-republiky-s-madarskom),15. 10. 2023
"Dňa 04.10.2023 vláda SR schválila návrh nariadenia vlády Slovenskej republiky, ktorým sa dočasne obnovuje kontrola na vnútornej...[Informatívny materiál/Dotácie pre územnú samosprávu poskytované v súvislosti s negatívnymi dôsledkami inflácie](/?ros_monitoring_aktuality&sprava=informativny-material-dotacie-pre-uzemnu-samospravu-poskytovane-v-suvislosti-s-negativnymi-dosledkami-inflacie)",15. 10. 2023
Dňa 04.10.2023 vláda SR vzala na vedomie materiál označený ako „Informácia o poskytnutí dotácie subjektom územnej samosprávy v&nbsp...[PI/Zosúladenie vnútroštátnej legislatívy pre oblasť priamych platieb v poľnohospodárstve II.](/?ros_monitoring_aktuality&sprava=pi-zosuladenie-vnutrostatnej-legislativy-pre-oblast-priamych-platieb-v-polnohospodarstve-ii),15. 10. 2023
Dňa 10.10.2023 bol v MPK zverejnený návrh zákona o niektorých opatreniach súvisiacich s prijatím zákona o justičnej spolupráci v trestných veciach a o zmene a doplnení...[MPK/Zákon o justičnej spolupráci v trestných veciach](/?ros_monitoring_aktuality&sprava=mpk-zakon-o-justicnej-spolupraci-v-trestnych-veciach),15. 10. 2023
Dňa 10.10.2023 bol v MPK zverejnený návrh zákona o justičnej spolupráci v trestných veciach. Cieľom návrhu zákona je konsolidácia právnej úpravy justičnej spolupráce v...[MPK/Národná tabuľka frekvenčného spektra](/?ros_monitoring_aktuality&sprava=mpk-narodna-tabulka-frekvencneho-spektra),15. 10. 2023
"Dňa 11.10.2023 bol v MPK zverejnený návrh nariadenia vlády Slovenskej republiky, ktorým sa ustanovuje národná tabuľka frekvenčného spektra. Cieľom návrhu...[MPK/Zrušenie niektorých úloh z uznesení vlády Slovenskej republiky](/?ros_monitoring_aktuality&sprava=mpk-zrusenie-niektorych-uloh-z-uzneseni-vlady-slovenskej-republiky)",15. 10. 2023
"Dňa 04.10.2023 vláda SR schválila návrh nariadenia vlády Slovenskej republiky, ktorým sa ustanovuje  hodnota investície a koncesie a základné náležitosti...[MPK/Neúčasť sociálnych pracovníkov na špecializačných vzdelávacích programoch](/?ros_monitoring_aktuality&sprava=mpk-neucast-socialnych-pracovnikov-na-specializacnych-vzdelavacich-programoch)",15. 10. 2023
Dňa 05.10.2023 bol v MPK zverejnený návrh nariadenia vlády Slovenskej republiky ktorým sa mení a dopĺňa nariadenie vlády Slovenskej republiky č. 5/2016 Z. z...[MPK/Správy o kvalite štatistík na vnútroštátnej úrovni](/?ros_monitoring_aktuality&sprava=mpk-spravy-o-kvalite-statistik-na-vnutrostatnej-urovni),15. 10. 2023
"Dňa 05.10.2023 bola zverejnená predbežná informácia k nariadeniu vlády Slovenskej republiky, ktorým sa mení a dopĺňa nariadenie...[MPK/Ekonomicky oprávnené náklady a spôsob výpočtu ich výšky v energetike](/?ros_monitoring_aktuality&sprava=mpk-ekonomicky-opravnene-naklady-a-sposob-vypoctu-ich-vysky-v-energetike)",08. 10. 2023
"Dňa 04.10.2023 bol v MPK zverejnený návrh vyhlášky Úradu pre reguláciu sieťových odvetví, ktorou sa ustanovuje rozsah ekonomicky oprávnených nákladov vyvolaných odpojením sa...[MPK/Účtovníctvo zdravotných poisťovní](/?ros_monitoring_aktuality&sprava=mpk-uctovnictvo-zdravotnych-poistovni)",08. 10. 2023
"Dňa 04.10.2023 bol v MPK zverejnený návrh opatrenia Ministerstva financií Slovenskej republiky č. MF/011683/2023-74, ktorým sa mení a dopĺňa opatrenie Ministerstva...[MPK/Zrušenie Colného úradu Michalovce](/?ros_monitoring_aktuality&sprava=mpk-zrusenie-colneho-uradu-michalovce)",08. 10. 2023
"Dňa 04.10.2023 bol v MPK zverejnený návrh vyhlášky Ministerstva financií Slovenskej republiky, ktorou sa mení vyhláška Ministerstva financií Slovenskej republiky č....[MPK/Cvičenia príslušníkov roty bojovej podpory Centra podpory českých špeciálnych síl v CV Lešť](/?ros_monitoring_aktuality&sprava=mpk-cvicenia-prislusnikov-roty-bojovej-podpory-centra-podpory-ceskych-specialnych-sil-v-cv-lest)",08. 10. 2023
Dňa 04.10.2023 bol v MPK zverejnený návrh na vyslovenie súhlasu vlády Slovenskej republiky s doplnením materiálu „Súhlas vlády Slovenskej republiky s...[MPK/Ambulancia rýchlej lekárskej pomoci v stretávacom režime „RV“](/?ros_monitoring_aktuality&sprava=mpk-ambulancia-rychlej-lekarskej-pomoci-v-stretavacom-rezime-rv),08. 10. 2023
"Dňa 03.10.2023 bol v MPK zverejnený návrh vyhlášky Ministerstva zdravotníctva Slovenskej republiky z ... 2023, ktorou sa dopĺňa vyhláška Ministerstva zdravotníctva Slovenskej...[MPK/Predĺženie výnimky zo zákazu použitia ortuti a olova v elektrických a elektronických zariadeniach](/?ros_monitoring_aktuality&sprava=mpk-predlzenie-vynimky-zo-zakazu-pouzitia-ortuti-a-olova-v-elektrickych-a-elektronickych-zariadeniach)",08. 10. 2023
"Dňa 03.10.2023 bol v MPK zverejnený návrh vyhlášky Ministerstva životného prostredia Slovenskej republiky, ktorou sa dopĺňa vyhláška Ministerstva životného...[PI/Podávanie žiadosti o zápis do registra odborne spôsobilých osôb](/?ros_monitoring_aktuality&sprava=pi-podavanie-ziadosti-o-zapis-do-registra-odborne-sposobilych-osob)",08. 10. 2023
Dňa 03.10.2023 bola zverejnená predbežná informácia k návrhu vyhlášky Úradu pre územné plánovanie a výstavbu Slovenskej republiky o územnotechnických...[PI/Informačný systém územného plánovania a výstavby](/?ros_monitoring_aktuality&sprava=pi-informacny-system-uzemneho-planovania-a-vystavby),08. 10. 2023
Dňa 03.10.2023 bola zverejnená predbežná informácia k návrhu vyhlášky Úradu pre územné plánovanie a výstavbu Slovenskej republiky o informačnom...[PI/Štandardy a metodika spracovania územnoplánovacej dokumentácie](/?ros_monitoring_aktuality&sprava=pi-standardy-a-metodika-spracovania-uzemnoplanovacej-dokumentacie),08. 10. 2023
Dňa 03.10.2023 bola zverejnená predbežná informácia k návrhu vyhlášky Úradu pre územné plánovanie a výstavbu Slovenskej republiky o štandardoch a...[MPK/Zmena vybraných tabuliek konsolidovanej účtovnej závierky subjektu verejnej správy](/?ros_monitoring_aktuality&sprava=mpk-zmena-vybranych-tabuliek-konsolidovanej-uctovnej-zavierky-subjektu-verejnej-spravy),08. 10. 2023
"Dňa 03.10.2023 bol v MPK zverejnený návrh opatrenia Ministerstva financií Slovenskej republiky z .... 2023 č. MF/014271/2023-31, ktorým sa mení a dopĺňa opatrenie Ministerstva financií...[MPK/Úprava oficiálnych finančných výkazov, ktoré predkladajú subjekty verejnej správy](/?ros_monitoring_aktuality&sprava=mpk-uprava-oficialnych-financnych-vykazov-ktore-predkladaju-subjekty-verejnej-spravy)",08. 10. 2023
"Dňa 03.10.2023 bol v MPK zverejnený návrh opatrenia Ministerstva financií Slovenskej republiky z ... 2023 č. MF/013684/2023-313, ktorým sa mení a dopĺňa opatrenie Ministerstva financií...[MPK/Zlepšenie čitateľnosti etikiet EÚ produktov na hnojenie a uľahčenie ich správy](/?ros_monitoring_aktuality&sprava=mpk-zlepsenie-citatelnosti-etikiet-eu-produktov-na-hnojenie-a-ulahcenie-ich-spravy)",08. 10. 2023
Dňa 29.09.2023 bol v MPK zverejnený návrh nariadenia Európskeho...[MPK/Národný akčný plán boja proti terorizmu do roku 2027](/?ros_monitoring_aktuality&sprava=mpk-narodny-akcny-plan-boja-proti-terorizmu-do-roku-2027),08. 10. 2023
"Dňa 30.09.2023 bola zverejnená predbežná informácia k návrhu opatrenia Ministerstva pôdohospodárstva a rozvoja vidieka SR ......,...[PI/Zníženie administratívnej záťaže prevádzkovateľa liehovarníckeho závodu na pestovateľské pálenie ovocia](/?ros_monitoring_aktuality&sprava=pi-znizenie-administrativnej-zataze-prevadzkovatela-liehovarnickeho-zavodu-na-pestovatelske-palenie-ovocia)",08. 10. 2023
Dňa 30.09.2023 bola zverejnená predbežná informácia k návrhu vyhlášky Ministerstva pôdohospodárstva a rozvoja vidieka Slovenskej...[Ostatný materiál/Počty administratívnych kapacít od 1. januára 2024 do 31. decembra 2028 a ich financovanie](/?ros_monitoring_aktuality&sprava=ostatny-material-pocty-administrativnych-kapacit-od-1-januara-2024-do-31-decembra-2028-a-ich-financovanie),01. 10. 2023
Dňa 27.09.2023 vláda SR uznesením schválila Stanovenie počtu administratívnych kapacít financovaných z technickej...[Ostatný materiál/Systém riadenia ľudských zdrojov zapojených do implementácie fondov EÚ v programovom období 2021 – 2027](/?ros_monitoring_aktuality&sprava=ostatny-material-system-riadenia-ludskych-zdrojov-zapojenych-do-implementacie-fondov-eu-v-programovom-obdobi-2021-2027),01. 10. 2023
"Dňa 27.09.2023 vláda SR uznesením schválila Systém riadenia ľudských zdrojov zapojených do implementácie fondov EÚ...[Ostatný materiál/Systém riadenia spolupráce a partnerstva so zástupcami občianskej spoločnosti pri príprave, implementácii a monitoringu fondov EÚ v programovom období 2021 – 2027](/?ros_monitoring_aktuality&sprava=ostatny-material-system-riadenia-spoluprace-a-partnerstva-so-zastupcami-obcianskej-spolocnosti-pri-priprave-implementacii-a-monitoringu-fondov-eu-v-programovom-obdobi-2021-2027)",01. 10. 2023
Dňa 27.09.2023 vláda SR uznesením schválila Systém riadenia spolupráce a partnerstva so zástupcami občianskej...[Ostatný materiál/Štatút Rady vlády Slovenskej republiky pre kultúru a kreatívny priemysel](/?ros_monitoring_aktuality&sprava=ostatny-material-statut-rady-vlady-slovenskej-republiky-pre-kulturu-a-kreativny-priemysel),01. 10. 2023
Dňa 27.09.2023 vláda SR uznesením schválila Aktualizáciu implementačného plánu Revízie výdavkov na zdravotníctvo 2023 – 2025 (ďalej len „implementačný plán“)...[Ostatný materiál/Súhlas vlády SR s účasťou delegácie SR na zahraničných konferenciách](/?ros_monitoring_aktuality&sprava=ostatny-material-suhlas-vlady-sr-s-ucastou-delegacie-sr-na-zahranicnych-konferenciach),01. 10. 2023
"Dňa 27.09.2023 vláda SR schválila návrh na zabezpečenie opatrení súvisiacich so zneškodnením nebezpečných odpadov s obsahom PCB v lokalite Chemko, a. s....[Ostatný materiál/Zmeny a doplnenia Jednotnej metodiky na posudzovanie vybraných vplyvov](/?ros_monitoring_aktuality&sprava=ostatny-material-zmeny-a-doplnenia-jednotnej-metodiky-na-posudzovanie-vybranych-vplyvov)",01. 10. 2023
"Dňa 27.09.2023 vláda SR schválila Návrh na schválenie všeobecného hospodárskeho záujmu na zabezpečenie bezpečnosti, pravidelnosti, kvality a ceny...[Nariadenie vlády SR/Podmienky udeľovania národného víza na účel zamestnania občanom vybraných tretích krajín](/?ros_monitoring_aktuality&sprava=nariadenie-vlady-sr-podmienky-udelovania-narodneho-viza-na-ucel-zamestnania-obcanom-vybranych-tretich-krajin)",01. 10. 2023
Dňa 27.09.2023 vláda SR schválila návrh nariadenia vlády Slovenskej republiky o záujme Slovenskej republiky udeliť národné vízum...[Ostatný materiál/Akčný plán Iniciatívy pre otvorené vládnutie na roky 2024 – 2026](/?ros_monitoring_aktuality&sprava=ostatny-material-akcny-plan-iniciativy-pre-otvorene-vladnutie-na-roky-2024-2026),01. 10. 2023
Dňa 27.09.2023 bol v MPK zverejnený návrh na vydanie súhlasu vlády Slovenskej republiky so zmenou účelu použitia nevyčerpaných bežných...[MPK/Investičná pomoc na podporu realizácie investičného zámeru „Winkelmann Building + Industry výrobný závod pre zásobníky vody v Rimavskej Sobote](/?ros_monitoring_aktuality&sprava=mpk-investicna-pomoc-na-podporu-realizacie-investicneho-zameru-winkelmann-building-industry-vyrobny-zavod-pre-zasobniky-vody-v-rimavskej-sobote),01. 10. 2023
"Dňa 27.09.2023 bol v MPK zverejnený Návrh na poskytnutie investičnej pomoci pre spoločnosť Winkelmann Building + Industry Slovakia, k.s., IČO 55 492 355, na podporu...[MPK/Stratégia rezortného vzdelávania na roky 2024 – 2030](/?ros_monitoring_aktuality&sprava=mpk-strategia-rezortneho-vzdelavania-na-roky-2024-2030)",01. 10. 2023
"Dňa 27.09.2023 bola zverejnená predbežná informácia k návrhu vyhlášky Ministerstva vnútra Slovenskej republiky, ktorou sa mení a dopĺňa vyhláška Ministerstva vnútra Slovenskej...[PI/Štátna pomoc na podporu hospodárstva - investícii v priemyselnej výrobe](/?ros_monitoring_aktuality&sprava=pi-statna-pomoc-na-podporu-hospodarstva-investicii-v-priemyselnej-vyrobe)",01. 10. 2023
"Dňa 27.09.2023 bola zverejnená predbežná informácia k návrhu zákona, ktorým sa mení a dopĺňa zákon č. 57/2018 Z. z. o regionálnej investičnej pomoci a o...[PI/Úprava výšky pracovných taríf odsúdených zaradených do práce](/?ros_monitoring_aktuality&sprava=pi-uprava-vysky-pracovnych-tarif-odsudenych-zaradenych-do-prace)",01. 10. 2023
"Dňa 27.09.2023 bola zverejnená predbežná informácia k návrhu nariadenia vlády Slovenskej republiky, ktorým sa mení nariadenie vlády Slovenskej republiky č. 7/2023 Z. z. o výške...[MPK/Nárok na „pozáručnú opravu“ tovaru zakúpeného spotrebiteľom](/?ros_monitoring_aktuality&sprava=mpk-narok-na-pozarucnu-opravu-tovaru-zakupeneho-spotrebitelom)",01. 10. 2023
"Dňa 25.09.2023 bol v MPK zverejnený návrh smernice Európskeho parlamentu a Rady o spoločných pravidlách na podporu opravy tovaru a o zmene nariadenia (EÚ) 2017/2394, smerníc...[MPK/Investičná pomoc pre spoločnosť FTE automotive Slovakia s.r.o.](/?ros_monitoring_aktuality&sprava=mpk-investicna-pomoc-pre-spolocnost-fte-automotive-slovakia-s-r-o)",01. 10. 2023
"Dňa 25.09.2023 bol v MPK zverejnený návrh na poskytnutie investičnej pomoci pre spoločnosť FTE automotive Slovakia s.r.o., IČO 36 493 406, na podporu...[MPK/Referenčné hodnoty pretoku jalového elektrického výkonu](/?ros_monitoring_aktuality&sprava=mpk-referencne-hodnoty-pretoku-jaloveho-elektrickeho-vykonu)",01. 10. 2023
"Dňa 25.09.2023 bol v MPK zverejnený návrh vyhlášky Úradu pre reguláciu sieťových odvetví, ktorou sa ustanovujú niektoré podrobnosti v oblasti tokov jalového elektrického...[MPK/Účasť delegácie SR na 42. zasadnutí Generálnej konferencie UNESCO](/?ros_monitoring_aktuality&sprava=mpk-ucast-delegacie-sr-na-42-zasadnuti-generalnej-konferencie-unesco)",01. 10. 2023
"Dňa 25.09.2023 bol v MPK zverejnený návrh účasti delegácie Slovenskej republiky na 42. zasadnutí Generálnej...[PI/Využitie odborného garanta vo verejnom obstarávaní ako možnosť, nie povinnosť](/?ros_monitoring_aktuality&sprava=pi-vyuzitie-odborneho-garanta-vo-verejnom-obstaravani-ako-moznost-nie-povinnost)",01. 10. 2023
Dňa 27.09.2023 bol v MPK zverejnený návrh Dohody medzi vládou Slovenskej republiky a vládou Egyptskej arabskej republiky o hospodárskej spolupráci (ďalej len...[Ostatný materiál/Správa o poľnohospodárstve a potravinárstve v Slovenskej republike za rok 2022](/?ros_monitoring_aktuality&sprava=ostatny-material-sprava-o-polnohospodarstve-a-potravinarstve-v-slovenskej-republike-za-rok-2022),01. 10. 2023
Dňa 20.09.2023 vláda SR schválila Správu o poľnohospodárstve a potravinárstve v  Slovenskej republike za rok...[Ostatný materiál/Správa o lesnom hospodárstve v Slovenskej republike za rok 2022](/?ros_monitoring_aktuality&sprava=ostatny-material-sprava-o-lesnom-hospodarstve-v-slovenskej-republike-za-rok-2022),01. 10. 2023
Dňa 20.09.2023 vláda SR schválila zmenu a rozšírenie účelu použitia časti finančných prostriedkov v sume 10 mil. eur poskytnutých Fondu na podporu...[Ostatný materiál/Podpora obrany štátu na roky 2024 až 2026](/?ros_monitoring_aktuality&sprava=ostatny-material-podpora-obrany-statu-na-roky-2024-az-2026),01. 10. 2023
Dňa 22.09.2023 bol v MPK zverejnený návrh na predĺženie platnosti Strednodobej stratégie rozvojovej spolupráce SR...[PI/Používanie kódov liniek autobusovej a mestskej dráhovej dopravy](/?ros_monitoring_aktuality&sprava=pi-pouzivanie-kodov-liniek-autobusovej-a-mestskej-drahovej-dopravy),01. 10. 2023
"Dňa 21.09.2023 bola zverejnená predbežná informácia k návrhu opatrenia Ministerstva dopravy Slovenskej republiky, ktorým sa vydáva jednotný celoštátny kódovník autobusových liniek a ...[PI/Podmienky a formy vyplácania starobného dôchodku a predčasného starobného dôchodku](/?ros_monitoring_aktuality&sprava=pi-podmienky-a-formy-vyplacania-starobneho-dochodku-a-predcasneho-starobneho-dochodku)",01. 10. 2023
"Dňa 21.09.2023 bola zverejnená predbežná informácia k návrhu zákona, ktorým sa mení a dopĺňa zákon č. 43/2004 Z. z. o starobnom dôchodkovom sporení a...[Nariadenie vlády SR/Podmienky udelenia národného víza príslušníkom tretích krajín](/?ros_monitoring_aktuality&sprava=nariadenie-vlady-sr-podmienky-udelenia-narodneho-viza-prislusnikom-tretich-krajin)",01. 10. 2023
"Dňa 20.09.2023 schválila vláda SR návrh nariadenia vlády Slovenskej republiky, ktorým sa mení a dopĺňa nariadenie vlády...[Ostatný materiál/Koordinátorom pre implementáciu Sociálno-klimatického fondu sa stal Úrad vlády SR](/?ros_monitoring_aktuality&sprava=ostatny-material-koordinatorom-pre-implementaciu-socialno-klimatickeho-fondu-sa-stal-urad-vlady-sr)",01. 10. 2023
Dňa 20.09.2023 určila vláda SR Úrad vlády Slovenskej republiky ako koordinátora pre implementáciu Sociálno-klimatického fondu v zmysle nariadenia...[MPK/Cezhraničné uznávanie odborných kvalifikácií sestier v Rumunsku](/?ros_monitoring_aktuality&sprava=mpk-cezhranicne-uznavanie-odbornych-kvalifikacii-sestier-v-rumunsku),25. 09. 2023
"Dňa 20.09.2023 bol v MPK zverejnený návrh smernice Európskeho parlamentu a Rady, ktorou sa mení a opravuje smernica 2005/36/ES, pokiaľ ide o...[PI/Nároky z povinného dôchodkového systému](/?ros_monitoring_aktuality&sprava=pi-naroky-z-povinneho-dochodkoveho-systemu)",25. 09. 2023
"Dňa 20.09.2023 bola zverejnená predbežná informácia k návrhu vyhlášky Ministerstva práce, sociálnych vecí a rodiny Slovenskej republiky, ktorou sa ustanovuje vzor...[Uznesenie/Zákaz dovozu určitých poľnohospodárskych produktov a potravín (aj pôvodom) z Ukrajiny](/?ros_monitoring_aktuality&sprava=uznesenie-zakaz-dovozu-urcitych-polnohospodarskych-produktov-a-potravin-aj-povodom-z-ukrajiny)",25. 09. 2023
"Dňa 20.09.2023 bol v MPK zverejnený návrh vyhlášky Úradu pre reguláciu sieťových odvetví, ktorou sa mení a dopĺňa vyhláška Úradu pre reguláciu sieťových odvetví č. 207/2023 Z. z...[MPK/Spresnenie účtovania niektorých účtovných prípadov (príspevky na stravovanie nad rámec Zákonníka práce, účtovanie odpisov pri prerušení odpisovania, a i.)](/?ros_monitoring_aktuality&sprava=mpk-spresnenie-uctovania-niektorych-uctovnych-pripadov-prispevky-na-stravovanie-nad-ramec-zakonnika-prace-uctovanie-odpisov-pri-preruseni-odpisovania-a-i)",25. 09. 2023
"Dňa 20.09.2023 bol v MPK zverejnený návrh opatrenia Ministerstva financií Slovenskej republiky č. MF/011686/2023-74, ktorým sa mení a dopĺňa opatrenie...[MPK/Spresnenie účtovania účtovných jednotiek nezaložených alebo nezriadených na účely podnikania](/?ros_monitoring_aktuality&sprava=mpk-spresnenie-uctovania-uctovnych-jednotiek-nezalozenych-alebo-nezriadenych-na-ucely-podnikania)",25. 09. 2023
"Dňa 20.09.2023 bol v MPK zverejnený návrh opatrenia Ministerstva financií Slovenskej republiky z ... 2023 č. MF/013340/2023-74, ktorým sa mení a dopĺňa opatrenie...[MPK/Spresnenie postupov účtovania Sociálnej poisťovne](/?ros_monitoring_aktuality&sprava=mpk-spresnenie-postupov-uctovania-socialnej-poistovne)",25. 09. 2023
"Dňa 20.09.2023 bol v MPK zverejnený návrh opatrenia Ministerstva financií Slovenskej republiky z ... 2023 č. MF/013348/2023-74, ktorým sa mení a dopĺňa opatrenie...[MPK/Spresnenie účtovania niektorých účtovných prípadov (príspevky na stravovanie, stravovacie karty, a i.)](/?ros_monitoring_aktuality&sprava=mpk-spresnenie-uctovania-niektorych-uctovnych-pripadov-prispevky-na-stravovanie-stravovacie-karty-a-i)",25. 09. 2023
"Dňa 20.09.2023 bol v MPK zverejnený návrh opatrenia Ministerstva financií Slovenskej republiky č. MF/011687/2023-74, ktorým sa mení a dopĺňa opatrenie Ministerstva...[Nariadenie vlády SR/Chránený areál Stolica](/?ros_monitoring_aktuality&sprava=nariadenie-vlady-sr-chraneny-areal-stolica)",25. 09. 2023
Dňa 13.09.2023 vláda SR schválila návrh na vydanie osvedčenia o významnej investícii na investičný projekt „Revitalizácia vodného toku Morava v úseku...[MPK/Eurová hotovosť ako zákonné platidlo](/?ros_monitoring_aktuality&sprava=mpk-eurova-hotovost-ako-zakonne-platidlo),25. 09. 2023
Dňa 18.09.2023 bol v MPK zverejnený návrh nariadenia Európskeho parlamentu a Rady o poskytovaní služieb v digitálnom eure poskytovateľmi...[MPK/Zmeny v právnej úprave európskeho zatykacieho rozkazu](/?ros_monitoring_aktuality&sprava=mpk-zmeny-v-pravnej-uprave-europskeho-zatykacieho-rozkazu),25. 09. 2023
"Dňa 13.09.2023 vláda SR schválila návrh na poskytnutie investičnej pomoci pre spoločnosť Mubea Tailored Products s. r. o., IČO 54 273 226, na podporu realizácie...[Informatívny materiál/Schválenie návrhu na schválenie všeobecného hospodárskeho záujmu na zabezpečenie bezpečnosti, pravidelnosti, kvality a ceny dodávok elektriny pre domácnosti v Slovenskej republike v roku 2024](/?ros_monitoring_aktuality&sprava=informativny-material-schvalenie-navrhu-na-schvalenie-vseobecneho-hospodarskeho-zaujmu-na-zabezpecenie-bezpecnosti-pravidelnosti-kvality-a-ceny-dodavok-elektriny-pre-domacnosti-v-slovenskej-republike-v-roku-2024)",25. 09. 2023
"Dňa 13.09.2023 vláda SR schválila materiál označený ako „návrh na schválenie všeobecného hospodárskeho záujmu na zabezpečenie bezpečnosti, pravidelnosti, kvality a...[Nariadenie vlády SR/Zvýšenie disponibilného príjmu domácností v hmotnej núdzi](/?ros_monitoring_aktuality&sprava=nariadenie-vlady-sr-zvysenie-disponibilneho-prijmu-domacnosti-v-hmotnej-nudzi)",25. 09. 2023
"Dňa 13.09.2023 vláda SR schválila návrh nariadenia vlády Slovenskej republiky, ktorým sa mení a dopĺňa nariadenie vlády Slovenskej...[Nariadenie vlády SR/Prírodná rezervácia Devínska Kobyla](/?ros_monitoring_aktuality&sprava=nariadenie-vlady-sr-prirodna-rezervacia-devinska-kobyla)",25. 09. 2023
"Dňa 13.09.2023 vláda SR schválila návrh nariadenia vlády Slovenskej republiky, ktorým sa predlžuje uplatňovanie niektorých opatrení po odvolaní...[Nariadenie vlády SR/Zrušenie nariadenia vlády SR na vykonanie niektorých opatrení hospodárskej mobilizácie](/?ros_monitoring_aktuality&sprava=nariadenie-vlady-sr-zrusenie-nariadenia-vlady-sr-na-vykonanie-niektorych-opatreni-hospodarskej-mobilizacie)",25. 09. 2023
"Dňa 13.09.2023 vláda SR schválila návrh nariadenia vlády Slovenskej republiky, ktorým sa zrušuje nariadenie vlády Slovenskej...[Nariadenie vlády SR/Predĺženie lehoty na podanie žiadosti o poskytnutie finančného príspevku](/?ros_monitoring_aktuality&sprava=nariadenie-vlady-sr-predlzenie-lehoty-na-podanie-ziadosti-o-poskytnutie-financneho-prispevku)",25. 09. 2023
"Dňa 13.09.2023 vláda SR schválila návrh nariadenia vlády Slovenskej republiky, ktorým sa mení a dopĺňa nariadenie...[Nariadenie vlády SR/Kompenzácia pre dodávateľa plynu vybraným zraniteľným odberateľom plynu](/?ros_monitoring_aktuality&sprava=nariadenie-vlady-sr-kompenzacia-pre-dodavatela-plynu-vybranym-zranitelnym-odberatelom-plynu)",25. 09. 2023
