obsah,datum
Dňa 12.06.2023 vláda schválila Akčný plán inteligentných miest a regiónov na roky 2023 – 2026. Cieľom je strategicky a systematicky...[GOV/Harmonogram organizačno-technického zabezpečenia volieb do NRSR v roku 2023](/?ros_monitoring_aktuality&sprava=gov-harmonogram-organizacno-technickeho-zabezpecenia-volieb-do-nrsr-v-roku-2023),03. 07. 2023
Dňa 27.06.2023 bola zverejnená predbežná informácia k návrhu vyhlášky Ministerstva spravodlivosti Slovenskej republiky o registrácii do obchodného registra registrátorom a o rozsahu...[PI/Regulácia cien v zdravotníctve](/?ros_monitoring_aktuality&sprava=pi-regulacia-cien-v-zdravotnictve),03. 07. 2023
"Dňa 28.06.2023 bola zverejnená predbežná informácia k návrhu opatrenia Ministerstva zdravotníctva Slovenskej republiky, ktorým sa mení a dopĺňa opatrenie č. 07045/2003 z 30. decembra 2003,...[GOV/Štatútu Rady vlády SR pre politiku súdržnosti 2021 ˗ 2027](/?ros_monitoring_aktuality&sprava=gov-statutu-rady-vlady-sr-pre-politiku-sudrznosti-2021-727-2027)",03. 07. 2023
Dňa 12.06.2023 vláda schválila Návrh na zmenu a doplnenie Štatútu Rady vlády Slovenskej republiky pre politiku súdržnosti 2021 ˗ 2027. Cieľom je aktualizácia členov Rady vlády Slovenskej...[GOV/Akčný plán rozvoja elektromobility v SR](/?ros_monitoring_aktuality&sprava=gov-akcny-plan-rozvoja-elektromobility-v-sr),03. 07. 2023
Dňa 12.06.2023 vláda schválila Návrh Akčného plánu rozvoja elektromobility v Slovenskej republike (2022). Cieľom je podpora všetkých druhov alternatívnych palív v sektore dopravy...[PI/Vodohospodárstvo](/?ros_monitoring_aktuality&sprava=pi-vodohospodarstvo),03. 07. 2023
"Dňa 28.06.2023 bol v MPK zverejnený návrh nariadenia Európskeho parlamentu a Rady, ktorým sa mení nariadenie (ES) č. 561/2006, pokiaľ ide o minimálne požiadavky na minimálne prestávky a doby...[MPK/Stavebné sporenie](/?ros_monitoring_aktuality&sprava=mpk-stavebne-sporenie)",03. 07. 2023
"Dňa 28.06.2023 bol v MPK zverejnený návrh zákona, ktorým sa mení a dopĺňa zákon č. 310/1992 Zb. o stavebnom sporení. Cieľom je zatraktívnenie produktu stavebného sporenia zavedením tzv. rodinného...[PI/Maximálna výška školného na ak. Rok 2024/2025](/?ros_monitoring_aktuality&sprava=pi-maximalna-vyska-skolneho-na-ak-rok-2024-2025)",03. 07. 2023
"Dňa 27.06.2023 bola zverejnená predbežná informácia k návrhu opatrenia Ministerstva školstva, vedy, výskumu a športu Slovenskej republiky, ktorým sa ustanovuje suma maximálneho...[PI/Odborní zamestnanci na školách](/?ros_monitoring_aktuality&sprava=pi-odborni-zamestnanci-na-skolach)",03. 07. 2023
"Dňa 26.06.2023 bola zverejnená predbežná informácia k návrhu vyhlášky Ministerstva školstva, vedy, výskumu a športu SR č. 173/2023 Z. z. o kvalifikačných predpokladoch...[MPK/Započítanie odpracovaných rokov zdravotníckym pracovníkom](/?ros_monitoring_aktuality&sprava=mpk-zapocitanie-odpracovanych-rokov-zdravotnickym-pracovnikom)",03. 07. 2023
"Dňa 23.06.2023 bol v MPK zverejnený návrh zákona, ktorým sa dopĺňa zákon č. 578/2004 Z. z. o poskytovateľoch zdravotnej starostlivosti, zdravotníckych pracovníkoch, stavovských organizáciách v&nbsp...[MPK/Vyhláška upravujúca limity spotreby pre službu prístupu k internetu](/?ros_monitoring_aktuality&sprava=mpk-vyhlaska-upravujuca-limity-spotreby-pre-sluzbu-pristupu-k-internetu)",03. 07. 2023
"Dňa 27.06.2023 bolo v MPK zverejnené opatrenie Ministerstva financií č. MF/011078/2023-36, ktorým sa ustanovuje spôsob monitorovania rizikovosti platobných operácií, jeho vyhodnocovanie a kritériá...[MPK/Zadefinovanie mladších historických vozidiel](/?ros_monitoring_aktuality&sprava=mpk-zadefinovanie-mladsich-historickych-vozidiel)",03. 07. 2023
Dňa 23.06.2023 bol v MPK zverejnený návrh zákona o jednorazovom finančnom odškodnení osôb sterilizovaných v rozpore s právom a o doplnení zákona č. 71/1992 Zb. o súdnych...[MPK/Rozšírenie definície elektronických cigariet](/?ros_monitoring_aktuality&sprava=mpk-rozsirenie-definicie-elektronickych-cigariet),03. 07. 2023
"Dňa 23.06.2023 bol v MPK zverejnený návrh zákona, ktorým sa mení zákon č. 89/2016 Z. z. o výrobe, označovaní a predaji tabakových výrobkov a súvisiacich výrobkov a o zmene a&nbsp...[PI/Emisné kvóty](/?ros_monitoring_aktuality&sprava=pi-emisne-kvoty)",25. 06. 2023
"Dňa 14.06.2023 bola zverejnená predbežná informácia k návrhu zákona, ktorým sa mení a dopĺňa zákon č. 414/2012 Z. z. o obchodovaní s emisnými kvótami a o zmene a...[PI/Aktualizácia podmienok externého testovania žiakov základných škôl a úprava športových výcvikov](/?ros_monitoring_aktuality&sprava=pi-aktualizacia-podmienok-externeho-testovania-ziakov-zakladnych-skol-a-uprava-sportovych-vycvikov)",25. 06. 2023
"Dňa 16.06.2023 bola zverejnená predbežná informácia k návrhu vyhlášky Ministerstva školstva, vedy, výskumu a športu Slovenskej republiky,...[MPK/Odovzdávanie trestných konaní](/?ros_monitoring_aktuality&sprava=mpk-odovzdavanie-trestnych-konani)",25. 06. 2023
"Dňa 15.06.2023 bol v MPK zverejnený návrh nariadenia Európskeho parlamentu a Rady o odovzdávaní trestného konania. Cieľom je upraviť na úrovni Európskej únie otázku...[MPK/Distribúcia ovocia, zeleniny, mlieka a mliečnych výrobkov na školách](/?ros_monitoring_aktuality&sprava=mpk-distribucia-ovocia-zeleniny-mlieka-a-mliecnych-vyrobkov-na-skolach)",25. 06. 2023
"Dňa 16.06.2023 bolo v MPK zverejnené nariadenie vlády SR, ktorým sa mení a dopĺňa nariadenie č. 200/2019 Z. z. o poskytovaní pomoci na dodávanie a&nbsp...[MPK/Schvaľovanie necestných pojazdných strojov prevádzkovaných na pozemných komunikáciách](/?ros_monitoring_aktuality&sprava=mpk-schvalovanie-necestnych-pojazdnych-strojov-prevadzkovanych-na-pozemnych-komunikaciach)",25. 06. 2023
Dňa 16.06.2023 bol v MPK zverejnený Návrh nariadenia Európskeho parlamentu a Rady o schvaľovaní necestných pojazdných strojov prevádzkovaných na verejných pozemných komunikáciách a&nbsp...[MPK/Diplomatická konferencia k Dohovoru o medzinárodnej spolupráci pri vyšetrovaní medzinárodných zločinov](/?ros_monitoring_aktuality&sprava=mpk-diplomaticka-konferencia-k-dohovoru-o-medzinarodnej-spolupraci-pri-vysetrovani-medzinarodnych-zlocinov),25. 06. 2023
"Dňa 12.06.2023 bol v MPK zverejnený návrh nariadenia Európskeho parlamentu a Rady, ktorým sa mení rozhodnutie Rady 2009/917/SVV, pokiaľ ide o jeho zosúladenie s pravidlami Únie...[PI/Pedagogická dokumentácia](/?ros_monitoring_aktuality&sprava=pi-pedagogicka-dokumentacia)",25. 06. 2023
"Dňa 12.06.2023 bola zverejnená predbežná informácia k návrhu vyhlášky Ministerstva školstva, vedy, výskumu a športu Slovenskej republiky č. 21/2022...[MPK/Ustanovenie hraníc chránených vodohospodárskych oblastí](/?ros_monitoring_aktuality&sprava=mpk-ustanovenie-hranic-chranenych-vodohospodarskych-oblasti)",25. 06. 2023
"Dňa 16.06.2023 bolo v MPK zverejnené nariadenie vlády SR, ktorým sa ustanovujú hranice chránených oblastí prirodzenej akumulácie vôd. Cieľom je ustanovenie hraníc chránených...[MPK/Vypustenie pravidla týkajúceho sa kontrolovaných zahraničných spoločností pre fyzické osoby (CFC pravidlá)](/?ros_monitoring_aktuality&sprava=mpk-vypustenie-pravidla-tykajuceho-sa-kontrolovanych-zahranicnych-spolocnosti-pre-fyzicke-osoby-cfc-pravidla)",25. 06. 2023
"Dňa 14.06.2023 bol v MPK zverejnený návrh na vydanie zákona, ktorým sa mení a dopĺňa zákon č. 595/2003 Z. z. o dani z príjmov. Cieľom je zrušenie pravidiel týkajúcich sa kontrolovaných...[PI/Adaptačný a diagnostický pobyt](/?ros_monitoring_aktuality&sprava=pi-adaptacny-a-diagnosticky-pobyt)",25. 06. 2023
"Dňa 16.06.2023 bola zverejnená predbežná informácia k návrhu vyhlášky Ministerstva školstva, vedy, výskumu a športu Slovenskej republiky,...[MPK/Nástroj núdzovej pomoci pre jednotný trh](/?ros_monitoring_aktuality&sprava=mpk-nastroj-nudzovej-pomoci-pre-jednotny-trh)",25. 06. 2023
"Dňa 14.06.2023 bol v MPK zverejnený návrh nariadenia Európskeho parlamentu a Rady, ktorým sa zriaďuje nástroj núdzovej pomoci pre jednotný trh a zrušuje sa nariadenie Rady...[MPK/Dôchodkové a doplnkové dôchodkové sporenie a zmeny v nadväznosti na novelu](/?ros_monitoring_aktuality&sprava=mpk-dochodkove-a-doplnkove-dochodkove-sporenie-a-zmeny-v-nadvaznosti-na-novelu)",25. 06. 2023
"Dňa 12.06.2023 bolo v MPK zverejnené opatrenie Ministerstva práce, sociálnych vecí a rodiny SR, ktorým sa menia dopĺňa opatrenie č. 411/2019 Z. z.,...[MPK/Ustanovenie vzoru výpisu z osobného dôchodkového účtu sporiteľa](/?ros_monitoring_aktuality&sprava=mpk-ustanovenie-vzoru-vypisu-z-osobneho-dochodkoveho-uctu-sporitela)",25. 06. 2023
"Dňa 12.06.2023 bolo v MPK zverejnené opatrenie Ministerstva práce, sociálnych vecí a rodiny Slovenskej republiky, ktorým sa ustanovuje obsah,...[MPK/Zosúladenie pravidiel Únie o ochrane osobných údajov](/?ros_monitoring_aktuality&sprava=mpk-zosuladenie-pravidiel-unie-o-ochrane-osobnych-udajov)",17. 06. 2023
"Dňa 12.06.2023 bol v MPK zverejnený návrh nariadenia Európskeho parlamentu a Rady, ktorým sa mení rozhodnutie Rady 2009/917/SVV, pokiaľ ide o jeho zosúladenie s pravidlami Únie...[MPK/Zverejňovanie analýz ako nástroj kontroly efektívnosti nakladania s verejnými prostriedkami](/?ros_monitoring_aktuality&sprava=mpk-zverejnovanie-analyz-ako-nastroj-kontroly-efektivnosti-nakladania-s-verejnymi-prostriedkami)",17. 06. 2023
"Dňa 09.06.2023 bol v MPK zverejnený návrh zákona, ktorým sa dopĺňa zákon č. 211/2000 Z. z. o slobodnom prístupe k informáciám a o zmene a doplnení niektorých zákonov....[PI/Rozvoj vidieka](/?ros_monitoring_aktuality&sprava=pi-rozvoj-vidieka)",11. 06. 2023
"Dňa 07.06.2023 bol v MPK zverejnený návrh nariadenia vlády SR, ktorým sa mení a dopĺňa nariadenie č. 75/2015 Z. z., ktorým sa ustanovujú pravidlá poskytovania podpory v súvislosti...[MPK/Novela zákona o Horskej záchrannej službe](/?ros_monitoring_aktuality&sprava=mpk-novela-zakona-o-horskej-zachrannej-sluzbe)",11. 06. 2023
"Dňa 07.06.2023 bol v MPK zverejnený návrh zákona, ktorým sa mení a dopĺňa zákon č. 544/2002 Z. z. o Horskej záchrannej službe. Cieľom návrhu je upraviť viaceré problémy vyplývajúce z aplikačnej...[MPK/Daňové zaťaženie z predaja virtuálnej meny](/?ros_monitoring_aktuality&sprava=mpk-danove-zatazenie-z-predaja-virtualnej-meny)",11. 06. 2023
"Dňa 07.06.2023 bol v MPK zverejnený návrh zákona, ktorým sa mení a dopĺňa zákon č. 595/2003 Z. z. o dani z príjmov, ktorého cieľom je znížiť daňovo-odvodovú záťaž v súvislosti s predajom virtuálnych...[MPK/Predčasné splatenie úveru na bývanie](/?ros_monitoring_aktuality&sprava=mpk-predcasne-splatenie-uveru-na-byvanie)",11. 06. 2023
"Dňa 08.06.2023 bol v MPK zverejnený návrh na vydanie zákona, ktorým sa mení a dopĺňa zákon o úveroch na bývanie. Cieľom návrhu je umožniť spotrebiteľom bezplatne raz za mesiac požiadať o predčasnú splátku...[MPK/Novelizácia zákona o cenách](/?ros_monitoring_aktuality&sprava=mpk-novelizacia-zakona-o-cenach)",11. 06. 2023
"Dňa 06.06.2023 bol v MPK zverejnený návrh nariadenia vlády SR, ktorým sa ustanovuje vyššia suma základnej zložky mzdy profesionálneho náhradného rodiča. Cieľom...[MPK/Odpustenie časti odvodov zamestnávateľa za zamestnanca](/?ros_monitoring_aktuality&sprava=mpk-odpustenie-casti-odvodov-zamestnavatela-za-zamestnanca)",11. 06. 2023
"Dňa 06.06.2023 bol v MPK zverejnený návrh zákona, ktorým sa mení a dopĺňa zákon č. 461/2003 Z. z. o sociálnom poistení. Cieľom je zníženie ceny práce pre potravinárov, ako súčasť prerokovaných...[MPK/Úprava regulácie zisku zdravotných poisťovní](/?ros_monitoring_aktuality&sprava=mpk-uprava-regulacie-zisku-zdravotnych-poistovni)",11. 06. 2023
"Dňa 07.06.2023 bola v MPK zverejnený návrh zákona, ktorým sa mení a dopĺňa zákon č. 581/2004 Z. z. o zdravotných poisťovniach, dohľade nad zdravotnou starostlivosťou a o zmene a&nbsp...[MPK/Detstvo bez násilia pre všetky deti](/?ros_monitoring_aktuality&sprava=mpk-detstvo-bez-nasilia-pre-vsetky-deti)",11. 06. 2023
Dňa 07.06.2023 bol v MPK zverejnený návrh Národnej stratégie na ochranu detí pred násilím Detstvo bez násilia pre všetky deti (2023-2029) a Akčný plán vychádzajúci z...[PI/Zmena Vyhlášky o zaručenej konverzii](/?ros_monitoring_aktuality&sprava=pi-zmena-vyhlasky-o-zarucenej-konverzii),11. 06. 2023
"Dňa 05.06.2023 bola zverejnená predbežná informácia k Návrhu vyhlášky Štatistického úradu Slovenskej republiky, ktorou sa vydáva Program štátnych štatistických zisťovaní na roky 2024...[MPK/Oddlženie obcí, miest a mestských častí](/?ros_monitoring_aktuality&sprava=mpk-oddlzenie-obci-miest-a-mestskych-casti)",11. 06. 2023
"Dňa 07.06.2023 bol v MPK zverejnený návrh zákona, ktorým sa mení a dopĺňa zákon č. 583/2004 Z. z. o rozpočtových pravidlách územnej samosprávy. Cieľom je umožniť...[MPK/Zvýšenie dotácie na obstaranie nájomného bytu](/?ros_monitoring_aktuality&sprava=mpk-zvysenie-dotacie-na-obstaranie-najomneho-bytu)",11. 06. 2023
"Dňa 05.06.2023 bol v MPK zverejnený návrh Vyhlášky MŽPSR o podrobnostiach manažmentu rizík v súvislosti s plochami povodia pre miesta odberu vody určenej na ľudskú potrebu,...[NRSR/Novela zákona o sociálnom poistení](/?ros_monitoring_aktuality&sprava=nrsr-novela-zakona-o-socialnom-poisteni-1)",11. 06. 2023
"Dňa 23.05.2023 NRSR schválila zákon, ktorým sa mení a dopĺňa zákon č. 461/2003 Z. z. o sociálnom poistení. Cieľom je realizácia ústavného práva poistenca na asignáciu časti uhradenej platby spojenej s účasťou na systéme...[PI/Verejné obstarávanie](/?ros_monitoring_aktuality&sprava=pi-verejne-obstaravanie)",11. 06. 2023
"Dňa 02.06.2023 bola zverejnená predbežná informácia k návrhu vyhlášky Úradu pre verejné obstarávanie, ktorou sa ustanovujú podrobnosti o oznámeniach používaných vo verejnom obstarávaní a o ich obsahu...[PI/Regulácia cien služieb autobusových staníc](/?ros_monitoring_aktuality&sprava=pi-regulacia-cien-sluzieb-autobusovych-stanic)",11. 06. 2023
"Dňa 01.06.2023 bola zverejnená predbežná informácia k novele Opatrenia Ministerstva financií Slovenskej republiky z 9. decembra 2003 č. 01/R/2003, ktorým sa ustanovuje rozsah...[PI/Kategorizácia práce z hľadiska zdravotných rizík](/?ros_monitoring_aktuality&sprava=pi-kategorizacia-prace-z-hladiska-zdravotnych-rizik)",11. 06. 2023
"Dňa 31.05.2023 bola zverejnená predbežná informácia k návrhu vyhlášky Ministerstva zdravotníctva Slovenskej republiky, ktorou sa mení vyhláška Ministerstva zdravotníctva...[PI/Ochrana zdravia zamestnancov](/?ros_monitoring_aktuality&sprava=pi-ochrana-zdravia-zamestnancov)",11. 06. 2023
"Dňa 31.05.2023 bola zverejnená predbežná informácia k návrhu zákona, ktorým sa mení a dopĺňa zákon č. 355/2007 Z. z. o ochrane, podpore a rozvoji...[NRSR/Telesná a športová výchova na školách](/?ros_monitoring_aktuality&sprava=nrsr-telesna-a-sportova-vychova-na-skolach)",05. 06. 2023
"Dňa 16.05.2023 NRSR schválila zákon, ktorým sa dopĺňa zákon č. 245/2008 Z. z. o výchove a vzdelávaní (školský zákon). Cieľom je naplnenie Rezolúcie Európskeho Parlamentu z roku 2007, ktorá vyzýva všetky členské krajiny...[NRSR/Usporiadanie vlastníctva k pozemkom](/?ros_monitoring_aktuality&sprava=nrsr-usporiadanie-vlastnictva-k-pozemkom)",05. 06. 2023
"Dňa 23.05.2023 NRSR schválila návrh na vydanie zákona, ktorým sa mení zákon č. 394/2012 Z. z. o obmedzení platieb v hotovosti, ktorého cieľom je zjednodušiť doterajšiu právnu úpravu obmedzenia platieb v&nbsp...[NRSR/Novela zákona o sociálnom poistení](/?ros_monitoring_aktuality&sprava=nrsr-novela-zakona-o-socialnom-poisteni)",05. 06. 2023
"Dňa 18.05.2023 NRSR schválila návrh zákona, ktorým sa mení a dopĺňa zákon č. 461/2003 Z. z. o sociálnom poistení, ktorého cieľom je rozšírenie okruhu poistenkýň, ktoré majú nárok na materské s...[NRSR/Vdovský výsluhový dôchodok](/?ros_monitoring_aktuality&sprava=nrsr-vdovsky-vysluhovy-dochodok)",05. 06. 2023
"Dňa 18.05.2023 NRSR schválila návrh zákona, ktorým sa mení a dopĺňa zákon č. 328/2002 Z. z. o sociálnom zabezpečení policajtov a vojakov, ktorého cieľom je ustanoviť podmienky, po splnení ktorých má vdova po ...[NRSR/Fond na podporu vzdelávania](/?ros_monitoring_aktuality&sprava=nrsr-fond-na-podporu-vzdelavania)",05. 06. 2023
"Dňa 23.05.2023 NRSR schválila návrh zákona, ktorým sa mení a dopĺňa zákon č. 396/2012 Z. z. o Fonde na podporu vzdelávania, ktorého cieľom je umožniť študentom predčasne splatiť pôžičku z Fondu na podporu vzdelávania...[NRSR/Zmena Civilného sporového poriadku](/?ros_monitoring_aktuality&sprava=nrsr-zmena-civilneho-sporoveho-poriadku)",05. 06. 2023
"Dňa 18.05.2023 NRSR schválila novelu zákona č. 160/2015 Z. z. Civilný sporový poriadok, ktorého cieľom je bližšie upraviť spôsob rozhodovania o výške náhrady trov konania. V doterajšej právnej úprave nebola...[MPK/Zvýšenie náhrady za použitie motorového vozidla pri pracovných cestách](/?ros_monitoring_aktuality&sprava=mpk-zvysenie-nahrady-za-pouzitie-motoroveho-vozidla-pri-pracovnych-cestach)",28. 05. 2023
"Dňa 25.05.2023 bol v MPK zverejnený Návrh opatrenia Ministerstva práce, sociálnych vecí a rodiny Slovenskej republiky o sumách základnej náhrady za používanie...[MPK/Stratégia kultúry a kreatívneho priemyslu Slovenskej republiky 2030](/?ros_monitoring_aktuality&sprava=mpk-strategia-kultury-a-kreativneho-priemyslu-slovenskej-republiky-2030)",28. 05. 2023
Dňa 26.05.2023 bol v MPK zverejnený návrh na vydanie zákona o niektorých vzťahoch súvisiacich s nájmom nehnuteľného majetku štátu. Cieľom je usporiadať niektoré právne vzťahy...[MPK/Návrh dobrovoľného príspevku pre OECD](/?ros_monitoring_aktuality&sprava=mpk-navrh-dobrovolneho-prispevku-pre-oecd),28. 05. 2023
